"Inicio del informe","Fin del informe","Nombre de la campaña",Edad,Sexo,"Entrega de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (COP)",Impresiones,Alcance,"Clics (todos)","Clics en el enlace","CTR único (porcentaje de clics en el enlace)","CPC (costo por clic en el enlace) (COP)",Resultados,"Indicador de resultado","Costo por resultados",Finalización,"Configuración de atribución","CPM (costo por mil impresiones) (COP)","ROAS (retorno de la inversión en publicidad) de compras",Frecuencia,Compras
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFISYSTEMS - VIDS - 26/10/25",65+,male,inactive,"Con el presupuesto del conjunto de anuncios",0,20557,936,521,35,10,1.727447,2055.692296,5,actions:onsite_conversion.messaging_conversation_started_7d,4111.3845929,"En curso","7 días tras clic o 1 día tras visualización",21962.524535,,1.796545,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFISYSTEMS - VIDS - 26/10/25",65+,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,763,25,20,1,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",30530.281697,,1.25,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",18-24,female,inactive,"Con el presupuesto del conjunto de anuncios",0,500895,27337,11398,689,205,1.631865,2443.388211,97,actions:onsite_conversion.messaging_conversation_started_7d,5163.86168337,"En curso","7 días tras clic o 1 día tras visualización",18322.953626,,2.398403,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",18-24,male,inactive,"Con el presupuesto del conjunto de anuncios",0,972978,56576,22068,1214,356,1.545224,2733.083874,200,actions:onsite_conversion.messaging_conversation_started_7d,4864.88929581,"En curso","7 días tras clic o 1 día tras visualización",17197.713857,,2.563712,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",18-24,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,9777,518,270,11,4,1.481481,2444.209265,3,actions:onsite_conversion.messaging_conversation_started_7d,3258.9456868,"En curso","7 días tras clic o 1 día tras visualización",18874.202819,,1.918519,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",25-34,female,inactive,"Con el presupuesto del conjunto de anuncios",0,566916,32622,14511,744,197,1.226656,2877.748703,102,actions:onsite_conversion.messaging_conversation_started_7d,5558.00484839,"En curso","7 días tras clic o 1 día tras visualización",17378.348799,,2.248088,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",25-34,male,inactive,"Con el presupuesto del conjunto de anuncios",0,1255006,76889,30814,1609,510,1.544752,2460.795186,227,actions:onsite_conversion.messaging_conversation_started_7d,5528.65878848,"En curso","7 días tras clic o 1 día tras visualización",16322.302865,,2.495262,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",25-34,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,17612,913,420,21,5,1.190476,3522.38241,1,actions:onsite_conversion.messaging_conversation_started_7d,17611.91204832,"En curso","7 días tras clic o 1 día tras visualización",19290.155584,,2.17381,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",35-44,female,inactive,"Con el presupuesto del conjunto de anuncios",0,373625,16816,7993,419,136,1.526336,2747.239959,67,actions:onsite_conversion.messaging_conversation_started_7d,5576.48708006,"En curso","7 días tras clic o 1 día tras visualización",22218.401187,,2.103841,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",35-44,male,inactive,"Con el presupuesto del conjunto de anuncios",0,770064,39076,15952,915,294,1.705115,2619.266064,151,actions:onsite_conversion.messaging_conversation_started_7d,5099.76306481,"En curso","7 días tras clic o 1 día tras visualización",19706.833422,,2.449599,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",35-44,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,13061,595,268,20,9,2.985075,1451.236225,2,actions:onsite_conversion.messaging_conversation_started_7d,6530.56301343,"En curso","7 días tras clic o 1 día tras visualización",21951.472314,,2.220149,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",45-54,female,inactive,"Con el presupuesto del conjunto de anuncios",0,164424,6241,3163,179,57,1.644009,2884.62334,20,actions:onsite_conversion.messaging_conversation_started_7d,8221.17651903,"En curso","7 días tras clic o 1 día tras visualización",26345.702673,,1.973127,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",45-54,male,inactive,"Con el presupuesto del conjunto de anuncios",0,389909,15648,7207,454,149,1.803802,2616.839097,74,actions:onsite_conversion.messaging_conversation_started_7d,5269.04088389,"En curso","7 días tras clic o 1 día tras visualización",24917.499067,,2.171222,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",45-54,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,6444,270,137,2,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",23864.921687,,1.970803,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",55-64,female,inactive,"Con el presupuesto del conjunto de anuncios",0,73048,2415,1275,84,36,2.588235,2029.101906,14,actions:onsite_conversion.messaging_conversation_started_7d,5217.69061491,"En curso","7 días tras clic o 1 día tras visualización",30247.481826,,1.894118,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",55-64,male,inactive,"Con el presupuesto del conjunto de anuncios",0,217815,6749,3213,210,95,2.521008,2292.794577,40,actions:onsite_conversion.messaging_conversation_started_7d,5445.38712054,"En curso","7 días tras clic o 1 día tras visualización",32273.742009,,2.100529,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",55-64,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,4855,91,47,2,1,2.12766,4854.905377,1,actions:onsite_conversion.messaging_conversation_started_7d,4854.90537748,"En curso","7 días tras clic o 1 día tras visualización",53350.608544,,1.93617,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",65+,female,inactive,"Con el presupuesto del conjunto de anuncios",0,32854,1194,647,45,22,3.24575,1493.358817,6,actions:onsite_conversion.messaging_conversation_started_7d,5475.64899724,"En curso","7 días tras clic o 1 día tras visualización",27515.824107,,1.84544,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",65+,male,inactive,"Con el presupuesto del conjunto de anuncios",0,78419,2869,1416,90,35,2.259887,2240.536474,12,actions:onsite_conversion.messaging_conversation_started_7d,6534.89804811,"En curso","7 días tras clic o 1 día tras visualización",27333.139274,,2.02613,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",65+,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,2476,41,23,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",60389.554408,,1.782609,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",18-24,female,inactive,"Con el presupuesto del conjunto de anuncios",0,4987,374,248,17,7,2.822581,712.428571,4,actions:onsite_conversion.messaging_conversation_started_7d,1246.75,"En curso","7 días tras clic o 1 día tras visualización",13334.224599,,1.508065,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",18-24,male,inactive,"Con el presupuesto del conjunto de anuncios",0,19026,1708,1018,47,15,1.473477,1268.4,10,actions:onsite_conversion.messaging_conversation_started_7d,1902.6,"En curso","7 días tras clic o 1 día tras visualización",11139.344262,,1.6778,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",18-24,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,286,24,15,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",11916.666667,,1.6,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",25-34,female,inactive,"Con el presupuesto del conjunto de anuncios",0,11957,883,595,26,7,1.176471,1708.142857,4,actions:onsite_conversion.messaging_conversation_started_7d,2989.25,"En curso","7 días tras clic o 1 día tras visualización",13541.336353,,1.484034,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",25-34,male,inactive,"Con el presupuesto del conjunto de anuncios",0,50446,4266,2738,73,22,0.73046,2293,12,actions:onsite_conversion.messaging_conversation_started_7d,4203.83333333,"En curso","7 días tras clic o 1 día tras visualización",11825.128926,,1.558072,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",25-34,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,960,77,57,2,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",12467.532468,,1.350877,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",35-44,female,inactive,"Con el presupuesto del conjunto de anuncios",0,12180,590,441,13,4,0.907029,3045,4,actions:onsite_conversion.messaging_conversation_started_7d,3045,"En curso","7 días tras clic o 1 día tras visualización",20644.067797,,1.337868,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",35-44,male,inactive,"Con el presupuesto del conjunto de anuncios",0,42413,2613,1655,53,17,1.02719,2494.882353,9,actions:onsite_conversion.messaging_conversation_started_7d,4712.55555556,"En curso","7 días tras clic o 1 día tras visualización",16231.534635,,1.578852,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",35-44,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,990,62,42,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",15967.741935,,1.47619,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",45-54,female,inactive,"Con el presupuesto del conjunto de anuncios",0,5236,244,182,7,2,1.098901,2618,1,actions:onsite_conversion.messaging_conversation_started_7d,5236,"En curso","7 días tras clic o 1 día tras visualización",21459.016393,,1.340659,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",45-54,male,inactive,"Con el presupuesto del conjunto de anuncios",0,19717,1025,671,37,15,1.639344,1314.466667,4,actions:onsite_conversion.messaging_conversation_started_7d,4929.25,"En curso","7 días tras clic o 1 día tras visualización",19236.097561,,1.527571,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",45-54,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,322,38,26,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",8473.684211,,1.461538,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",55-64,female,inactive,"Con el presupuesto del conjunto de anuncios",0,2717,100,66,3,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",27170,,1.515152,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",55-64,male,inactive,"Con el presupuesto del conjunto de anuncios",0,10722,350,257,19,8,2.33463,1340.25,1,actions:onsite_conversion.messaging_conversation_started_7d,10722,"En curso","7 días tras clic o 1 día tras visualización",30634.285714,,1.361868,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",55-64,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,648,13,12,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",49846.153846,,1.083333,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",65+,female,inactive,"Con el presupuesto del conjunto de anuncios",0,1437,52,40,2,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",27634.615385,,1.3,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",65+,male,inactive,"Con el presupuesto del conjunto de anuncios",0,2510,162,102,2,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",15493.82716,,1.588235,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",65+,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,51,6,3,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",8500,,2,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",18-24,female,inactive,200000,Diario,61757,4916,2200,101,18,0.772727,3430.932815,11,actions:onsite_conversion.messaging_conversation_started_7d,5614.25369739,"En curso","7 días tras clic o 1 día tras visualización",12562.406565,,2.234545,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",18-24,male,inactive,200000,Diario,80384,8556,3643,138,19,0.494098,4230.754252,8,actions:onsite_conversion.messaging_conversation_started_7d,10048.04134836,"En curso","7 días tras clic o 1 día tras visualización",9395.083075,,2.348614,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",18-24,unknown,inactive,200000,Diario,2194,169,88,6,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",12982.624959,,1.920455,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",25-34,female,inactive,200000,Diario,242034,19886,8324,369,71,0.816915,3408.92983,40,actions:onsite_conversion.messaging_conversation_started_7d,6050.85044766,"En curso","7 días tras clic o 1 día tras visualización",12171.076029,,2.388996,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",25-34,male,inactive,200000,Diario,307038,30221,11514,507,118,0.920618,2602.016125,52,actions:onsite_conversion.messaging_conversation_started_7d,5904.57505248,"En curso","7 días tras clic o 1 día tras visualización",10159.753242,,2.624718,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",25-34,unknown,inactive,200000,Diario,8672,582,327,9,3,0.917431,2890.750486,3,actions:onsite_conversion.messaging_conversation_started_7d,2890.75048553,"En curso","7 días tras clic o 1 día tras visualización",14900.775699,,1.779817,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",35-44,female,inactive,200000,Diario,358494,19515,8719,513,104,1.112513,3447.061488,70,actions:onsite_conversion.messaging_conversation_started_7d,5121.34849625,"En curso","7 días tras clic o 1 día tras visualización",18370.197014,,2.238215,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",35-44,male,inactive,200000,Diario,366112,24921,9186,579,122,1.197474,3000.914882,66,actions:onsite_conversion.messaging_conversation_started_7d,5547.14569096,"En curso","7 días tras clic o 1 día tras visualización",14690.88783,,2.712933,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",35-44,unknown,inactive,200000,Diario,13671,922,391,18,7,1.534527,1953.05663,2,actions:onsite_conversion.messaging_conversation_started_7d,6835.69820474,"En curso","7 días tras clic o 1 día tras visualización",14827.978752,,2.358056,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",45-54,female,inactive,200000,Diario,212200,8466,3978,321,48,1.080945,4420.836518,26,actions:onsite_conversion.messaging_conversation_started_7d,8161.54434067,"En curso","7 días tras clic o 1 día tras visualización",25064.983801,,2.128205,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",45-54,male,inactive,200000,Diario,215573,10006,4191,274,55,1.193033,3919.513648,27,actions:onsite_conversion.messaging_conversation_started_7d,7984.19446897,"En curso","7 días tras clic o 1 día tras visualización",21544.398427,,2.387497,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",45-54,unknown,inactive,200000,Diario,7505,412,211,15,2,0.947867,3752.608809,1,actions:onsite_conversion.messaging_conversation_started_7d,7505.21761782,"En curso","7 días tras clic o 1 día tras visualización",18216.547616,,1.952607,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",55-64,female,inactive,200000,Diario,74864,2667,1271,124,19,1.416208,3940.219512,12,actions:onsite_conversion.messaging_conversation_started_7d,6238.68089391,"En curso","7 días tras clic o 1 día tras visualización",28070.555203,,2.098348,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",55-64,male,inactive,200000,Diario,92886,3155,1364,126,22,1.319648,4222.076967,13,actions:onsite_conversion.messaging_conversation_started_7d,7145.05332851,"En curso","7 días tras clic o 1 día tras visualización",29440.79026,,2.31305,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",55-64,unknown,inactive,200000,Diario,3556,123,68,4,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",28911.407407,,1.808824,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",65+,female,inactive,200000,Diario,27449,891,434,41,10,2.304147,2744.879589,5,actions:onsite_conversion.messaging_conversation_started_7d,5489.75917852,"En curso","7 días tras clic o 1 día tras visualización",30806.729397,,2.052995,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",65+,male,inactive,200000,Diario,28564,1200,538,40,5,0.929368,5712.765645,2,actions:onsite_conversion.messaging_conversation_started_7d,14281.91411178,"En curso","7 días tras clic o 1 día tras visualización",23803.190186,,2.230483,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",65+,unknown,inactive,200000,Diario,818,53,27,5,1,3.703704,818.023719,,,,"En curso","7 días tras clic o 1 día tras visualización",15434.409793,,1.962963,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",18-24,female,inactive,"Con el presupuesto del conjunto de anuncios",0,8029,825,264,11,8,2.272727,1003.667406,2,actions:offsite_conversion.fb_pixel_complete_registration,4014.66962437,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9732.532423,,3.125,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",18-24,male,inactive,"Con el presupuesto del conjunto de anuncios",0,6493,775,319,7,5,0.940439,1298.65487,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8378.418514,,2.429467,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",18-24,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,302,7,5,2,1,20,302.01276,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",43144.680055,,1.4,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",25-34,female,inactive,"Con el presupuesto del conjunto de anuncios",0,39937,3270,1108,41,25,1.98556,1597.467495,16,actions:offsite_conversion.fb_pixel_complete_registration,2496.04296066,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12213.054242,,2.951264,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",25-34,male,inactive,"Con el presupuesto del conjunto de anuncios",0,20660,2561,1010,25,13,1.287129,1589.220993,5,actions:offsite_conversion.fb_pixel_complete_registration,4131.97458064,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8067.111637,,2.535644,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",25-34,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,495,46,20,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10761.324243,,2.3,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",35-44,female,inactive,"Con el presupuesto del conjunto de anuncios",0,32728,2279,809,44,21,2.10136,1558.49442,7,actions:offsite_conversion.fb_pixel_complete_registration,4675.48325879,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14360.852484,,2.817058,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",35-44,male,inactive,"Con el presupuesto del conjunto de anuncios",0,22068,1566,643,31,12,1.866252,1838.994366,8,actions:offsite_conversion.fb_pixel_complete_registration,2758.49154941,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14091.910853,,2.435459,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",35-44,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,617,61,42,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10115.181476,,1.452381,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",45-54,female,inactive,"Con el presupuesto del conjunto de anuncios",0,10270,567,246,11,7,2.845528,1467.204848,1,actions:offsite_conversion.fb_pixel_complete_registration,10270.43393755,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18113.640102,,2.304878,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",45-54,male,inactive,"Con el presupuesto del conjunto de anuncios",0,12138,650,256,24,7,2.734375,1733.930403,4,actions:offsite_conversion.fb_pixel_complete_registration,3034.37820594,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18673.096652,,2.539063,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",45-54,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,323,26,15,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12423.601834,,1.733333,
