"Inicio del informe","Fin del informe","Nombre del anuncio","Entrega del anuncio","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (COP)",Impresiones,Alcance,"Clics (todos)","Clics en el enlace","CTR único (porcentaje de clics en el enlace)","CPC (costo por clic en el enlace) (COP)",Resultados,"Indicador de resultado","Costo por resultados",Finalización,"Configuración de atribución",Puja,"Tipo de puja","Último cambio significativo","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios","CPM (costo por mil impresiones) (COP)","ROAS (retorno de la inversión en publicidad) de compras",Frecuencia,Compras
2025-11-01,2026-03-20,"IMG 11",not_delivering,50000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - RMKT TRIFASICO",0,,0,
2025-11-01,2026-03-20,"IMG 10",not_delivering,50000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - RMKT TRIFASICO",0,,0,
2025-11-01,2026-03-20,"IMG 8",not_delivering,50000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - RMKT TRIFASICO",0,,0,
2025-11-01,2026-03-20,"IMG 2",not_delivering,50000,Diario,0,0,0,0,,0,,1,actions:onsite_conversion.messaging_conversation_started_7d,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - RMKT TRIFASICO",0,,0,
2025-11-01,2026-03-20,"IMG 3",not_delivering,50000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - RMKT TRIFASICO",0,,0,
2025-11-01,2026-03-20,"IMG 5",not_delivering,50000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - RMKT TRIFASICO",0,,0,
2025-11-01,2026-03-20,"IMG 4",not_delivering,50000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - RMKT TRIFASICO",0,,0,
2025-11-01,2026-03-20,"IMG 6",not_delivering,50000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - RMKT TRIFASICO",0,,0,
2025-11-01,2026-03-20,"VID 1 - Copia",inactive,50000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - RMKT TRIFASICO",0,,0,
2025-11-01,2026-03-20,"IMG 12",not_delivering,50000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - RMKT TRIFASICO",0,,0,
2025-11-01,2026-03-20,"VID 2 - Copia",inactive,50000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - RMKT TRIFASICO",0,,0,
2025-11-01,2026-03-20,"7 - Copia",active,"Con el presupuesto de la campaña",0,2167,1177,1086,10,1,0.092081,2167,405,video_thruplay_watched_actions,5.35061728,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-10T16:53:30-0500,-,-,-,"IG SARA - ADVTG - PROMPT DIRECTO",1841.121495,,1.083794,
2025-11-01,2026-03-20,"IMG 1 - Copia",not_delivering,30000,Diario,28391,2429,1867,27,13,0.696304,2183.923077,4,actions:offsite_conversion.fb_pixel_complete_registration,7097.75,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-02T11:37:30-0500,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - MEDELLIN",11688.349115,,1.301018,
2025-11-01,2026-03-20,"vid 1",inactive,30000,Diario,12245,673,612,14,11,1.633987,1113.181818,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-02T11:37:30-0500,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - MEDELLIN",18194.650817,,1.099673,
2025-11-01,2026-03-20,"IMG 2 - Copia",not_delivering,30000,Diario,23599,1975,1518,23,16,0.988142,1474.9375,6,actions:offsite_conversion.fb_pixel_complete_registration,3933.16666667,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-02T11:37:30-0500,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - MEDELLIN",11948.860759,,1.301054,
2025-11-01,2026-03-20,8,inactive,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2026-03-10T16:53:30-0500,-,-,-,"IG SARA - ADVTG - PROMPT DIRECTO",0,,0,
2025-11-01,2026-03-20,9,inactive,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2026-03-10T16:53:30-0500,-,-,-,"IG SARA - ADVTG - PROMPT DIRECTO",0,,0,
2025-11-01,2026-03-20,1,active,"Con el presupuesto de la campaña",0,1786,328,314,6,5,1.592357,357.2,4,profile_visit_view,446.5,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,0,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",5445.121951,,1.044586,
2025-11-01,2026-03-20,2,active,"Con el presupuesto de la campaña",0,5874,1696,1524,32,30,1.83727,195.8,27,profile_visit_view,217.55555556,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,0,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",3463.443396,,1.112861,
2025-11-01,2026-03-20,3,active,"Con el presupuesto de la campaña",0,1602,240,226,10,6,2.654867,267,6,profile_visit_view,267,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,0,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",6675,,1.061947,
2025-11-01,2026-03-20,4,active,"Con el presupuesto de la campaña",0,1995,319,296,9,9,3.040541,221.666667,9,profile_visit_view,221.66666667,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,0,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",6253.918495,,1.077703,
2025-11-01,2026-03-20,"IMG 5",inactive,25000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 3",inactive,25000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 1",inactive,25000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 9",inactive,25000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 11",inactive,25000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 7",inactive,25000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 8",inactive,25000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 4",inactive,25000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 6",inactive,25000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 2",inactive,25000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 10",inactive,25000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"VID 1 - Copia",not_delivering,25000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 12 - Copia",inactive,25000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"VID 2 - Copia",not_delivering,25000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"VID 1",inactive,35000,Diario,210853,16247,12704,281,71,0.543136,2969.760563,36,actions:onsite_conversion.messaging_conversation_started_7d,5857.02777778,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-11-11T21:16:12-0500,-,-,-,"ADVTG - INDIRECTO",12977.965163,,1.278889,
2025-11-01,2026-03-20,"VID dif",not_delivering,35000,Diario,50844,2212,1765,38,3,0.169972,16948,2,actions:onsite_conversion.messaging_conversation_started_7d,25422,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-11-11T21:16:12-0500,-,-,-,"ADVTG - INDIRECTO",22985.533454,,1.253258,
2025-11-01,2026-03-20,"VID 2",inactive,35000,Diario,38884,1945,1628,31,13,0.798526,2991.076923,3,actions:onsite_conversion.messaging_conversation_started_7d,12961.33333333,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-11-11T21:16:12-0500,-,-,-,"ADVTG - INDIRECTO",19991.773779,,1.194717,
2025-11-01,2026-03-20,"VID 3",not_delivering,35000,Diario,2693383,129233,70854,3226,1062,1.363367,2536.142185,527,actions:onsite_conversion.messaging_conversation_started_7d,5110.78368121,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-11-11T21:16:12-0500,-,-,-,"ADVTG - INDIRECTO",20841.294406,,1.823934,
2025-11-01,2026-03-20,"VID 4",not_delivering,35000,Diario,319203,29836,18766,575,170,0.863263,1877.664706,66,actions:onsite_conversion.messaging_conversation_started_7d,4836.40909091,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-11-11T21:16:12-0500,-,-,-,"ADVTG - INDIRECTO",10698.585601,,1.589897,
2025-11-01,2026-03-20,3,not_delivering,"Con el presupuesto de la campaña",0,201,94,93,0,,0,,26,video_thruplay_watched_actions,7.73076923,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-10T16:53:30-0500,-,-,-,"IG SARA - ADVTG - PROMPT DIRECTO",2138.297872,,1.010753,
2025-11-01,2026-03-20,4,active,"Con el presupuesto de la campaña",0,506841,379747,281478,8434,7,0.002487,72405.857143,102848,video_thruplay_watched_actions,4.92805888,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-10T16:53:30-0500,Promedio,"Por encima del promedio","Por encima del promedio","IG SARA - ADVTG - PROMPT DIRECTO",1334.680722,,1.349118,
2025-11-01,2026-03-20,6,active,"Con el presupuesto de la campaña",0,6534,5654,5171,12,,0,,1193,video_thruplay_watched_actions,5.47694887,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-10T16:53:30-0500,-,-,-,"IG SARA - ADVTG - PROMPT DIRECTO",1155.642023,,1.093406,
2025-11-01,2026-03-20,7,active,"Con el presupuesto de la campaña",0,120,36,34,0,,0,,16,video_thruplay_watched_actions,7.5,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-10T16:53:30-0500,-,-,-,"IG SARA - ADVTG - PROMPT DIRECTO",3333.333333,,1.058824,
2025-11-01,2026-03-20,"IMG 5 - Copia",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,-,-,-,"ADVTG INTERESES MUJERES EMPRENDEDORAS",0,,0,
2025-11-01,2026-03-20,"VID 4 - Copia",not_delivering,"Con el presupuesto de la campaña",0,2,1,1,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,-,-,-,"ADVTG INTERESES MUJERES EMPRENDEDORAS",2000,,1,
2025-11-01,2026-03-20,"6 IMG - Copia",inactive,"Con el presupuesto de la campaña",0,226850,66072,43258,2160,2114,4.304406,107.30842,2017,profile_visit_view,112.46901339,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:38-0500,-,-,-,"IG JUAN - ADVTG - ABIERTO",3433.375711,,1.527394,
2025-11-01,2026-03-20,3,inactive,"Con el presupuesto de la campaña",0,2946,299,280,8,8,2.857143,368.25,14,profile_visit_view,210.42857143,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:38-0500,-,-,-,"IG JUAN - ADVTG - ABIERTO",9852.842809,,1.067857,
2025-11-01,2026-03-20,4,active,"Con el presupuesto de la campaña",0,10163,1958,1652,35,38,2.179177,267.447368,39,profile_visit_view,260.58974359,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:38-0500,-,-,-,"IG JUAN - ADVTG - ABIERTO",5190.500511,,1.18523,
2025-11-01,2026-03-20,5,active,"Con el presupuesto de la campaña",0,2117,291,234,7,7,2.991453,302.428571,7,profile_visit_view,302.42857143,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:38-0500,-,-,-,"IG JUAN - ADVTG - ABIERTO",7274.914089,,1.24359,
2025-11-01,2026-03-20,2,active,"Con el presupuesto de la campaña",0,1253378,274587,138780,6100,6182,3.965989,202.74636,6097,profile_visit_view,205.57290471,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:38-0500,Promedio,-,-,"IG JUAN - ADVTG - ABIERTO",4564.593371,,1.978578,
2025-11-01,2026-03-20,1,active,"Con el presupuesto de la campaña",0,1903,365,295,3,2,0.677966,951.5,4,profile_visit_view,475.75,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:38-0500,-,-,-,"IG JUAN - ADVTG - ABIERTO",5213.69863,,1.237288,
2025-11-01,2026-03-20,"6 - Copia",active,"Con el presupuesto de la campaña",0,53913,11397,10030,266,273,2.602193,197.483516,278,profile_visit_view,193.93165468,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:38-0500,Promedio,-,-,"IG JUAN - ADVTG - ABIERTO",4730.455383,,1.136291,
2025-11-01,2026-03-20,"8 - Copia",not_delivering,"Con el presupuesto de la campaña",0,7162,1344,1168,29,30,2.482877,238.733333,31,profile_visit_view,231.03225806,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:38-0500,-,-,-,"IG JUAN - ADVTG - ABIERTO",5328.869048,,1.150685,
2025-11-01,2026-03-20,"7 - Copia",active,"Con el presupuesto de la campaña",0,312,88,66,4,3,4.545455,104,5,profile_visit_view,62.4,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:38-0500,-,-,-,"IG JUAN - ADVTG - ABIERTO",3545.454545,,1.333333,
2025-11-01,2026-03-20,9,active,"Con el presupuesto de la campaña",0,253,52,40,1,1,2.5,253,2,profile_visit_view,126.5,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:38-0500,-,-,-,"IG JUAN - ADVTG - ABIERTO",4865.384615,,1.3,
2025-11-01,2026-03-20,10,active,"Con el presupuesto de la campaña",0,552,105,92,2,2,2.173913,276,4,profile_visit_view,138,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:38-0500,-,-,-,"IG JUAN - ADVTG - ABIERTO",5257.142857,,1.141304,
2025-11-01,2026-03-20,11,active,"Con el presupuesto de la campaña",0,42,14,13,0,,0,,,,,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:38-0500,-,-,-,"IG JUAN - ADVTG - ABIERTO",3000,,1.076923,
2025-11-01,2026-03-20,12,inactive,"Con el presupuesto de la campaña",0,226487,59810,44541,2811,2541,5.480344,89.133019,2296,profile_visit_view,98.64416376,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:38-0500,"Por debajo del promedio - 35% de los anuncios menos relevantes",-,-,"IG JUAN - ADVTG - ABIERTO",3786.774787,,1.342808,
2025-11-01,2026-03-20,"VID 1",not_delivering,15000,Diario,4496,300,268,15,8,2.985075,562,4,actions:offsite_conversion.fb_pixel_complete_registration,1124,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-02-12T15:14:43-0500,-,-,-,"GRUPO EFFI - ADVTG - PROMPT DIRECTO",14986.666667,,1.119403,
2025-11-01,2026-03-20,"VID 2",not_delivering,15000,Diario,13395,1198,928,29,9,0.969828,1488.333333,6,actions:offsite_conversion.fb_pixel_complete_registration,2232.5,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-02-12T15:14:43-0500,Promedio,"Por encima del promedio","Por encima del promedio","GRUPO EFFI - ADVTG - PROMPT DIRECTO",11181.135225,,1.290948,
2025-11-01,2026-03-20,13,inactive,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2026-02-03T00:26:38-0500,-,-,-,"IG JUAN - ADVTG - ABIERTO",0,,0,
2025-11-01,2026-03-20,14,inactive,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2026-02-03T00:26:38-0500,-,-,-,"IG JUAN - ADVTG - ABIERTO",0,,0,
2025-11-01,2026-03-20,"IMG 1 - Copia",not_delivering,"Con el presupuesto de la campaña",0,25433,2582,2189,79,38,1.598904,669.289474,21,actions:offsite_conversion.fb_pixel_complete_registration,1211.0952381,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,-,-,-,"ADVTG INTERESES MUJERES EMPRENDEDORAS",9850.116189,,1.179534,
2025-11-01,2026-03-20,"flyer invitacional",not_delivering,"Con el presupuesto de la campaña",0,9817,1084,909,32,24,2.420242,409.041667,6,actions:offsite_conversion.fb_pixel_complete_registration,1636.16666667,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,-,-,-,"ADVTG INTERESES MUJERES EMPRENDEDORAS",9056.273063,,1.192519,
2025-11-01,2026-03-20,"IMG 2 - Copia",not_delivering,"Con el presupuesto de la campaña",0,6792,440,314,18,12,3.821656,566,9,actions:offsite_conversion.fb_pixel_complete_registration,754.66666667,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,-,-,-,"ADVTG INTERESES MUJERES EMPRENDEDORAS",15436.363636,,1.401274,
2025-11-01,2026-03-20,"IMG 3 - Copia",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,-,-,-,"ADVTG INTERESES MUJERES EMPRENDEDORAS",0,,0,
2025-11-01,2026-03-20,"IMG 4 - Copia",not_delivering,"Con el presupuesto de la campaña",0,1883,178,169,6,4,1.775148,470.75,1,actions:offsite_conversion.fb_pixel_complete_registration,1883,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,-,-,-,"ADVTG INTERESES MUJERES EMPRENDEDORAS",10578.651685,,1.053254,
2025-11-01,2026-03-20,"VID 1 - Copia",not_delivering,"Con el presupuesto de la campaña",0,306,18,13,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,-,-,-,"ADVTG INTERESES MUJERES EMPRENDEDORAS",17000,,1.384615,
2025-11-01,2026-03-20,"VID 2 - Copia",not_delivering,"Con el presupuesto de la campaña",0,589,61,54,1,1,1.851852,589,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,-,-,-,"ADVTG INTERESES MUJERES EMPRENDEDORAS",9655.737705,,1.12963,
2025-11-01,2026-03-20,15,inactive,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2026-02-03T00:26:38-0500,-,-,-,"IG JUAN - ADVTG - ABIERTO",0,,0,
2025-11-01,2026-03-20,"VID 2 - Copia",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-18T00:23:28-0500,-,-,-,"EFFIWOMAN - ADVTG",0,,0,
2025-11-01,2026-03-20,"IMG 1 - Copia",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-18T00:23:28-0500,-,-,-,"EFFIWOMAN - ADVTG",0,,0,
2025-11-01,2026-03-20,"VID 1 - Copia",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-18T00:23:28-0500,-,-,-,"EFFIWOMAN - ADVTG",0,,0,
2025-11-01,2026-03-20,"CONTENIDO IA META - Copia",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-18T00:23:28-0500,-,-,-,"EFFIWOMAN - ADVTG",0,,0,
2025-11-01,2026-03-20,"IMG 5",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 1",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 11",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 8",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 3",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 9",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 7",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 4",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 6",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 2",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 10",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"VID 1 - Copia",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 12 - Copia",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"VID 2 - Copia",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 2",not_delivering,"Con el presupuesto de la campaña",0,26579,2327,1666,28,18,1.020408,1476.611111,1,actions:offsite_conversion.fb_pixel_complete_registration,26579,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2025-11-08T13:55:39-0500,-,-,-,"ADVTG - PROMPT DIRECTO - IMAGEN - Copia",11422.002578,,1.396759,
2025-11-01,2026-03-20,"IMG 1",not_delivering,"Con el presupuesto de la campaña",0,24896,1519,1018,21,12,1.178782,2074.666667,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2025-11-08T13:55:39-0500,-,-,-,"ADVTG - PROMPT DIRECTO - IMAGEN - Copia",16389.730086,,1.492141,
2025-11-01,2026-03-20,"IMG 1",not_delivering,15000,Diario,37450,4621,2601,76,48,1.730104,780.208333,26,actions:offsite_conversion.fb_pixel_complete_registration,1440.38461538,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-02-12T15:14:43-0500,-,-,-,"GRUPO EFFI - ADVTG - PROMPT DIRECTO",8104.306427,,1.776624,
2025-11-01,2026-03-20,"IMG 2",not_delivering,15000,Diario,24864,2930,2176,58,26,1.194853,956.307692,14,actions:offsite_conversion.fb_pixel_complete_registration,1776,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-02-12T15:14:43-0500,-,-,-,"GRUPO EFFI - ADVTG - PROMPT DIRECTO",8486.006826,,1.346507,
